location,in_time,per change,abs change,avg,standard dev,main hr count
va,2012-07-27 14:00:00,14.2540360745,527.1,3697.9,352.728068064,4225
va,2012-07-28 00:00:00,21.7091809278,1008.5,4645.5,644.799775124,5654
va,2012-07-27 23:00:00,23.9104416616,1023.875,4282.125,519.137611212,5306
va,2012-08-01 19:00:00,10.674359899,460.444444444,4313.55555556,266.532929427,4774
va,2012-08-10 17:00:00,12.7746687017,527.3,4127.7,352.734475208,4655
va,2012-08-03 04:00:00,248.62091084,3876.0,1559.0,2205.99488996,5435
va,2012-07-27 11:00:00,24.5967996964,388.9,1581.1,260.70767154,1970
va,2012-07-31 00:00:00,28.2783664399,1304.375,4612.625,582.864464842,5917
va,2012-08-10 11:00:00,31.8268618714,500.0,1571.0,242.879805665,2071
va,2012-08-10 05:00:00,207.37575182,2620.4,1263.6,1638.88133799,3884
va,2012-07-28 01:00:00,31.7611009275,1451.125,4568.875,1103.64310779,6020
va,2012-08-12 20:00:00,34.9866942637,1577.66666667,4509.33333333,798.859325678,6087
va,2012-07-27 08:00:00,20.776760341,263.2,1266.8,110.842049783,1530
va,2012-08-10 16:00:00,13.8558382413,581.1,4193.9,370.10389082,4775
va,2012-08-10 04:00:00,228.709454796,3615.27272727,1580.72727273,2242.58297063,5196
va,2012-08-03 05:00:00,193.049467752,2466.4,1277.6,1660.46597074,3744
va,2012-08-10 07:00:00,14.7638971907,247.0,1673.0,130.589432957,1920
va,2012-08-10 13:00:00,25.1520100066,723.9,2878.1,233.891192652,3602
va,2012-08-10 12:00:00,31.6756965944,654.8,2067.2,320.047121531,2722
va,2012-08-10 06:00:00,44.5170272007,831.4,1867.6,695.039452118,2699
va,2012-07-28 03:00:00,90.8932966556,2790.22222222,3069.77777778,2774.39578118,5860
va,2012-08-11 15:00:00,28.7293918414,1153.6,4015.4,463.45057989,5169
va,2012-07-30 10:00:00,11.7140863633,151.1,1289.9,137.076219674,1441
va,2012-08-11 16:00:00,12.9800819594,544.8,4197.2,375.089802581,4742
va,2012-08-12 21:00:00,63.4688809975,2971.375,4681.625,735.301798158,7653
va,2012-08-12 23:00:00,19.5885873671,842.75,4302.25,554.13868977,5145
va,2012-08-13 01:00:00,44.2910220152,1996.75,4508.25,1004.49026252,6505
va,2012-07-27 12:00:00,19.2765896369,402.9,2090.1,355.881286386,2493
va,2012-08-12 05:00:00,199.252850963,2533.5,1271.5,1651.25644586,3805
va,2012-08-13 02:00:00,57.9625652041,2361.25,4073.75,2069.6670475,6435
va,2012-07-27 20:00:00,40.4731236066,1815.44444444,4485.55555556,746.656266462,6301
va,2012-08-12 15:00:00,15.0941075163,613.5,4064.5,549.136640555,4678
va,2012-08-11 04:00:00,229.120404993,3620.72727273,1580.27272727,2241.84952422,5201
va,2012-08-01 16:00:00,10.7306750363,451.3,4205.7,386.211354054,4657
va,2012-08-01 12:00:00,17.5121811407,366.6,2093.4,359.431272986,2460
va,2012-08-12 14:00:00,10.7097608971,397.3,3709.7,367.86547813,4107
va,2012-08-12 04:00:00,215.682698883,3440.72727273,1595.27272727,2265.35010703,5036
va,2012-07-27 10:00:00,19.0884969565,244.6,1281.4,124.20322057,1526
va,2012-08-11 05:00:00,192.543619435,2460.9,1278.1,1661.20766011,3739
va,2012-08-01 17:00:00,15.2874902875,629.6,4118.4,337.138606511,4748
va,2012-08-12 06:00:00,69.3746922698,1268.1,1827.9,632.2417971,3096
va,2012-07-27 21:00:00,32.0625080718,1551.625,4839.375,1119.89820268,6391
va,2012-08-12 22:00:00,86.8528667204,3902.625,4493.375,693.519274696,8396
va,2012-08-13 03:00:00,114.945250074,3452.44444444,3003.55555556,2698.86433363,6456
va,2012-08-03 03:00:00,120.083246618,3590.22222222,2989.77777778,2680.82755787,6580
va,2012-08-03 06:00:00,43.0481283422,805.0,1870.0,697.859011549,2675
va,2012-08-10 09:00:00,22.0800143202,246.7,1117.3,65.7526425324,1364
va,2012-08-03 18:00:00,13.7730454501,558.8,4057.2,511.620718892,4616
rio,2012-07-29 08:00:00,85.6741573034,305.0,356.0,73.731946943,661
rio,2012-08-03 04:00:00,194.004618176,2138.63636364,1102.36363636,1414.07825891,3241
rio,2012-07-31 00:00:00,21.2948891433,1278.625,6004.375,554.852894356,7283
rio,2012-08-10 11:00:00,70.7376648754,579.2,818.8,268.55867143,1398
rio,2012-08-12 20:00:00,40.4574793342,1984.88888889,4906.11111111,861.311976573,6891
rio,2012-08-10 10:00:00,50.2102944122,250.7,499.3,159.813047027,750
rio,2012-08-10 04:00:00,130.685664804,1509.18181818,1154.81818182,1480.18984152,2664
rio,2012-08-03 05:00:00,121.757905001,874.1,717.9,853.303046989,1592
rio,2012-07-28 06:00:00,119.583843329,977.0,817.0,289.662562303,1794
rio,2012-07-28 08:00:00,34.0677055347,126.8,372.2,111.496905787,499
rio,2012-07-27 17:00:00,12.1562341826,576.4,4741.6,362.498606894,5318
rio,2012-08-11 14:00:00,23.7828663312,798.7,3358.3,645.985611295,4157
rio,2012-08-11 18:00:00,14.3159799616,648.7,4531.3,436.113299499,5180
rio,2012-08-03 12:00:00,28.8122253558,439.3,1524.7,339.247122316,1964
rio,2012-08-03 02:00:00,59.9870560634,2780.625,4635.375,2140.82641388,7416
rio,2012-07-28 03:00:00,105.652210106,2820.44444444,2669.55555556,2269.17665495,5490
rio,2012-08-11 15:00:00,69.1576258756,2734.7,3954.3,216.432460597,6689
rio,2012-08-11 19:00:00,47.9428972619,2276.22222222,4747.77777778,231.628907128,7024
rio,2012-07-27 07:00:00,52.7799904413,331.3,627.7,233.142467174,959
rio,2012-08-01 09:00:00,22.4379719525,83.2,370.8,55.7293459499,454
rio,2012-08-03 00:00:00,13.4789249886,816.25,6055.75,644.581986639,6872
rio,2012-08-03 10:00:00,39.4841269841,199.0,504.0,166.294317401,703
rio,2012-08-12 13:00:00,41.6231248947,987.8,2373.2,370.51823167,3361
rio,2012-07-29 07:00:00,80.0391389432,490.8,613.2,205.997475713,1104
rio,2012-08-11 16:00:00,26.7344040205,1223.5,4576.5,273.356635186,5800
rio,2012-08-12 21:00:00,65.3166027652,3513.625,5379.375,925.772101748,8893
rio,2012-08-12 23:00:00,25.6850058622,1478.75,5757.25,487.756278791,7236
rio,2012-07-27 18:00:00,14.5127469374,657.5,4530.5,434.913612112,5188
rio,2012-08-13 01:00:00,24.2374492353,1402.5,5786.5,1036.87957353,7189
rio,2012-08-03 01:00:00,36.743004773,2097.75,5709.25,897.064622812,7807
rio,2012-07-31 17:00:00,14.9072919089,705.1,4729.9,341.191573753,5435
rio,2012-08-12 05:00:00,317.879081798,1966.4,618.6,667.880558184,2585
rio,2012-08-13 02:00:00,52.537928451,2454.375,4671.625,2184.69825934,7126
rio,2012-08-01 11:00:00,47.7490421456,398.8,835.2,296.922481466,1234
rio,2012-07-27 20:00:00,41.495318628,2033.77777778,4901.22222222,849.830280805,6935
rio,2012-08-02 12:00:00,25.1225730535,384.3,1529.7,345.263102575,1914
rio,2012-08-11 04:00:00,234.70548294,2513.90909091,1071.09090909,1361.66058076,3585
rio,2012-07-28 07:00:00,60.3592046183,376.4,623.6,226.834388927,1000
rio,2012-08-12 14:00:00,50.5396012438,1657.8,3280.2,474.810235778,4938
rio,2012-08-12 04:00:00,254.957824066,2692.81818182,1056.18181818,1332.85106705,3749
rio,2012-08-11 05:00:00,176.338766007,1211.8,687.2,814.916535603,1899
rio,2012-08-12 03:00:00,86.3452337137,2346.0,2717.0,2322.55931631,5063
rio,2012-08-12 06:00:00,61.0347238406,523.8,858.2,381.755628642,1382
rio,2012-07-27 21:00:00,37.4342773327,2073.625,5539.375,1323.2588501,7613
rio,2012-08-12 22:00:00,90.3995660821,5000.0,5531.0,498.995490962,10531
rio,2012-08-03 03:00:00,109.485026939,2912.66666667,2660.33333333,2257.49654854,5573
rio,2012-08-10 09:00:00,36.5374112507,133.8,366.2,45.9081692077,500
gh,2012-08-02 16:00:00,8.5003455425,319.8,3762.2,300.448597933,4082
gh,2012-08-03 07:00:00,22.2535211268,276.5,1242.5,207.737935871,1519
gh,2012-07-30 14:00:00,22.6495101623,774.5,3419.5,411.499756987,4194
gh,2012-07-28 00:00:00,42.3585118377,1174.125,2771.875,377.13738793,3946
gh,2012-07-27 23:00:00,111.708362216,4431.75,3967.25,1179.29478397,8399
gh,2012-08-03 04:00:00,265.217391304,1464.0,552.0,792.080230096,2016
gh,2012-07-31 00:00:00,21.7007762879,615.0,2834.0,503.370638794,3449
gh,2012-08-10 11:00:00,25.5255482747,673.9,2640.1,389.462308831,3314
gh,2012-08-10 05:00:00,265.075557688,1105.1,416.9,575.79309652,1522
gh,2012-07-27 19:00:00,12.8615265663,591.444444444,4598.55555556,498.495984852,5190
gh,2012-08-12 20:00:00,150.763287818,8109.22222222,5378.77777778,2101.21688435,13488
gh,2012-07-27 08:00:00,43.0902800444,660.1,1531.9,289.055859653,2192
gh,2012-08-10 16:00:00,10.0346020761,377.0,3757.0,294.356926197,4134
gh,2012-08-10 10:00:00,21.1505190311,489.0,2312.0,315.212943897,2801
gh,2012-08-10 04:00:00,270.545454545,1488.0,550.0,788.344525515,2038
gh,2012-08-03 05:00:00,212.802768166,922.5,433.5,604.314363556,1356
gh,2012-08-12 19:00:00,22.8211009174,1039.22222222,4553.77777778,418.904066922,5593
gh,2012-08-10 07:00:00,23.0670103093,286.4,1241.6,206.51498735,1528
gh,2012-07-31 12:00:00,13.5001393922,387.4,2869.6,333.657968585,3257
gh,2012-08-10 12:00:00,19.0376129439,543.6,2855.4,313.221072088,3399
gh,2012-08-10 06:00:00,77.5656887004,658.3,848.7,343.525268357,1507
gh,2012-07-28 03:00:00,128.084042021,1422.44444444,1110.55555556,1026.50476116,2533
gh,2012-08-02 14:00:00,17.5186306474,601.8,3435.2,436.966772192,4037
gh,2012-08-02 15:00:00,18.9018531229,688.5,3642.5,447.271338228,4331
gh,2012-07-27 07:00:00,34.0273259597,418.4,1229.6,184.907652627,1648
gh,2012-08-03 10:00:00,16.995604585,394.4,2320.6,327.041954495,2715
gh,2012-08-12 13:00:00,20.6332591914,630.8,3057.2,356.847530466,3688
gh,2012-08-12 21:00:00,224.621163062,13007.25,5790.75,2123.64331692,18798
gh,2012-08-12 23:00:00,67.6521110207,2806.125,4147.875,1642.58252742,6954
gh,2012-08-01 10:00:00,17.477151233,405.4,2319.6,325.816881085,2725
gh,2012-08-03 11:00:00,21.1938271139,561.7,2650.3,405.319639297,3212
gh,2012-08-13 01:00:00,59.4600884338,1277.5,2148.5,442.054012537,3426
gh,2012-08-12 05:00:00,179.163857047,797.1,444.9,620.321924488,1242
gh,2012-07-30 18:00:00,37.7359894813,1521.1,4030.9,530.146479758,5552
gh,2012-08-13 02:00:00,63.7355444032,1095.375,1718.625,863.19854864,2814
gh,2012-08-01 11:00:00,22.5492047901,596.9,2647.1,400.719964564,3244
gh,2012-07-27 20:00:00,94.6180146192,5350.33333333,5654.66666667,2851.04440902,11005
gh,2012-08-03 08:00:00,32.8114891965,507.2,1545.8,315.877761167,2053
gh,2012-08-11 04:00:00,192.954438704,1120.36363636,580.636363636,837.494995668,1701
gh,2012-08-12 04:00:00,206.164058796,1185.81818182,575.181818182,829.951019166,1761
gh,2012-07-27 10:00:00,14.9296743946,347.1,2324.9,331.880837048,2672
gh,2012-08-11 05:00:00,191.354663036,843.3,440.7,614.74353189,1284
gh,2012-08-03 09:00:00,33.517354189,655.7,1956.3,316.812894308,2612
gh,2012-08-01 15:00:00,18.195785777,663.2,3644.8,450.733357985,4308
gh,2012-08-12 22:00:00,247.300340152,12904.75,5218.25,1987.21461788,18123
gh,2012-07-27 09:00:00,18.3115638711,363.1,1982.9,357.030096771,2346
gh,2012-08-13 03:00:00,93.5117835322,1071.33333333,1145.66666667,1068.30301569,2217
gh,2012-08-03 03:00:00,130.119274331,1442.44444444,1108.55555556,1023.71004045,2551
gh,2012-08-03 06:00:00,54.4414924339,471.3,865.7,370.42247502,1337
gh,2012-07-30 17:00:00,28.4929174085,1104.3,3875.7,416.306149366,4980
gh,2012-08-10 09:00:00,20.1192099813,398.3,1979.7,353.601484725,2378
mexico,2012-07-29 08:00:00,23.6601052426,242.8,1026.2,161.621656965,1269
mexico,2012-08-11 03:00:00,89.852474838,2896.44444444,3223.55555556,2641.61558778,6120
mexico,2012-07-28 00:00:00,15.4757894092,631.625,4081.375,427.815946845,4713
mexico,2012-07-27 23:00:00,46.0555606379,1887.875,4099.125,607.438770062,5987
mexico,2012-08-03 04:00:00,232.358408725,5113.36363636,2200.63636364,2637.53343013,7314
mexico,2012-08-10 11:00:00,31.5361375784,135.7,430.3,73.9243532268,566
mexico,2012-08-10 05:00:00,168.02382851,3582.1,2131.9,2129.62130202,5714
mexico,2012-07-27 19:00:00,20.9995936611,861.333333333,4101.66666667,428.762819698,4963
mexico,2012-08-11 00:00:00,14.4675253159,591.125,4085.875,434.199101076,4677
mexico,2012-08-12 20:00:00,58.0585314868,2468.77777778,4252.22222222,939.464478399,6721
mexico,2012-07-27 08:00:00,31.9328556003,325.3,1018.7,147.85401584,1344
mexico,2012-08-10 04:00:00,254.286553142,5511.54545455,2167.45454545,2569.83049896,7679
mexico,2012-08-03 05:00:00,195.987343593,4088.1,2085.9,2045.10578944,6174
mexico,2012-08-11 01:00:00,20.863661386,852.75,4087.25,788.228670818,4940
mexico,2012-07-28 08:00:00,17.1284634761,176.8,1032.2,169.231084615,1209
mexico,2012-08-11 14:00:00,156.609772423,3743.6,2390.4,685.567968913,6134
mexico,2012-07-28 09:00:00,28.6926994907,169.0,589.0,91.4308481859,758
mexico,2012-08-11 15:00:00,371.66204132,12053.0,3243.0,649.855676285,15296
mexico,2012-07-27 07:00:00,19.3501769074,388.3,2006.7,203.808267742,2395
mexico,2012-07-30 11:00:00,19.0530912434,82.9,435.1,80.7099126502,518
mexico,2012-07-29 07:00:00,21.1380084852,423.5,2003.5,197.332333894,2427
mexico,2012-08-11 16:00:00,333.024841695,12306.6,3695.4,589.901890148,16002
mexico,2012-08-12 21:00:00,124.51799393,5384.625,4324.375,1149.63569637,9709
mexico,2012-08-12 23:00:00,30.8968704054,1287.125,4165.875,762.1765605,5453
mexico,2012-07-27 22:00:00,59.9194893933,2828.125,4719.875,2031.87096278,7548
mexico,2012-07-27 18:00:00,20.6647038275,828.2,4007.8,540.912340403,4836
mexico,2012-08-13 01:00:00,27.1299689011,1101.375,4059.625,753.207630322,5161
mexico,2012-07-27 12:00:00,27.2376755715,197.8,726.2,179.331982647,924
mexico,2012-08-12 05:00:00,107.854876905,2413.9,2238.1,2274.21680805,4652
mexico,2012-08-11 13:00:00,43.5287204348,592.6,1361.4,342.360686995,1954
mexico,2012-08-11 17:00:00,48.2468477805,1955.3,4052.7,589.93085188,6008
mexico,2012-08-13 02:00:00,50.9786736781,1963.125,3850.875,1691.81274359,5814
mexico,2012-08-01 11:00:00,24.2207342415,104.9,433.1,78.3485162591,538
mexico,2012-07-27 20:00:00,58.6117647059,2491.0,4250.0,933.58008643,6741
mexico,2012-08-11 04:00:00,167.883067698,3868.63636364,2304.36363636,2808.60480643,6173
mexico,2012-08-01 06:00:00,26.8338175688,748.1,2787.9,680.089619094,3536
mexico,2012-08-01 12:00:00,37.5764313508,270.4,719.6,170.49879765,990
mexico,2012-08-12 04:00:00,123.754438209,2946.81818182,2381.18181818,2900.31235992,5328
mexico,2012-07-27 10:00:00,19.8433420366,76.0,383.0,53.2465961353,459
mexico,2012-08-02 18:00:00,14.4913151365,584.0,4030.0,569.154636281,4614
mexico,2012-08-11 05:00:00,137.26486338,2999.1,2184.9,2209.99784842,5184
mexico,2012-07-29 09:00:00,19.3803670652,115.1,593.9,98.7506455675,709
mexico,2012-07-27 21:00:00,53.6714650881,2493.375,4645.625,1962.77093273,7139
mexico,2012-08-12 22:00:00,126.962089874,5601.25,4411.75,1237.4160325,10013
mexico,2012-07-27 09:00:00,33.5038363171,196.5,586.5,86.2893388548,783
mexico,2012-08-13 03:00:00,114.20114173,3600.88888889,3153.11111111,2553.51363351,6754
mexico,2012-08-03 03:00:00,115.222911964,3629.77777778,3150.22222222,2549.42018584,6780
mexico,2012-08-03 06:00:00,35.5503343575,983.5,2766.5,652.277279997,3750
malaysia,2012-07-29 08:00:00,23.4278798085,890.4,3800.6,323.948514428,4691
malaysia,2012-07-28 21:00:00,24.9287510478,371.75,1491.25,229.923764539,1863
malaysia,2012-07-28 15:00:00,11.1322761401,701.3,6299.7,338.184284082,7001
malaysia,2012-08-11 03:00:00,129.971716457,1633.88888889,1257.11111111,1059.80495527,2891
malaysia,2012-07-27 14:00:00,9.33354901326,577.0,6182.0,230.748347773,6759
malaysia,2012-07-27 23:00:00,25.444512569,207.5,815.5,71.7199414389,1023
malaysia,2012-08-10 17:00:00,19.6219326754,658.1,3353.9,651.642916021,4012
malaysia,2012-08-03 04:00:00,167.463444532,1738.72727273,1038.27272727,1279.26485216,2777
malaysia,2012-07-27 11:00:00,7.99467407665,276.2,3454.8,267.603363208,3731
malaysia,2012-08-10 05:00:00,129.57314794,1733.3,1337.7,1434.20919325,3071
malaysia,2012-08-11 00:00:00,11.6911364872,107.5,919.5,76.244671945,1027
malaysia,2012-08-03 14:00:00,7.00564971751,434.0,6195.0,257.658300856,6629
malaysia,2012-08-11 20:00:00,28.2463186078,211.0,747.0,182.19403576,958
malaysia,2012-08-12 20:00:00,38.5967548077,285.444444444,739.555555556,171.752477654,1025
malaysia,2012-08-10 04:00:00,152.658929499,1602.36363636,1049.63636364,1294.01912819,2652
malaysia,2012-08-03 05:00:00,133.538323084,1780.6,1333.4,1428.93185282,3114
malaysia,2012-07-30 12:00:00,8.71706476237,424.8,4873.2,424.715151602,5298
malaysia,2012-08-11 01:00:00,30.3405918481,339.625,1119.375,201.039136426,1459
malaysia,2012-07-28 06:00:00,33.1846259437,967.0,2914.0,856.578659552,3881
malaysia,2012-08-10 19:00:00,35.7276427236,360.888888889,1010.11111111,247.444020356,1371
malaysia,2012-08-13 00:00:00,13.305188615,122.125,917.875,73.7570971161,1040
malaysia,2012-08-11 18:00:00,56.2711482066,997.8,1773.2,424.975952261,2771
malaysia,2012-08-03 12:00:00,10.08382643,490.8,4867.2,418.197752266,5358
malaysia,2012-08-12 08:00:00,12.6833971803,486.7,3837.3,394.312325448,4324
malaysia,2012-07-28 03:00:00,117.233243031,1490.55555556,1271.44444444,1080.72672166,2762
malaysia,2012-08-03 13:00:00,27.5597187901,1438.7,5220.3,275.610975834,6659
malaysia,2012-08-11 19:00:00,47.7133637476,476.444444444,998.555555556,227.052177611,1475
malaysia,2012-08-10 18:00:00,34.5174856131,623.8,1807.2,485.529566556,2431
malaysia,2012-07-28 16:00:00,18.950745276,968.8,5112.2,561.516660483,6081
malaysia,2012-08-10 15:00:00,7.80869179882,493.4,6318.6,370.06545367,6812
malaysia,2012-07-29 07:00:00,19.4278647094,722.6,3719.4,436.103244657,4442
malaysia,2012-08-11 16:00:00,17.3115612243,886.3,5119.7,573.771914614,6006
malaysia,2012-07-28 17:00:00,23.7431170697,793.4,3341.6,637.797021003,4135
malaysia,2012-07-27 22:00:00,72.0509658857,876.5,1216.5,173.476943713,2093
malaysia,2012-07-27 15:00:00,6.95026488495,439.5,6323.5,376.190975437,6763
malaysia,2012-08-12 05:00:00,203.637948799,2569.3,1261.7,1315.27883356,3831
malaysia,2012-08-11 17:00:00,35.1915112307,1164.1,3307.9,583.795589226,4472
malaysia,2012-08-01 11:00:00,8.82915242454,304.8,3452.2,264.765858826,3757
malaysia,2012-07-27 20:00:00,33.7819650067,251.0,743.0,177.049898804,994
malaysia,2012-08-02 11:00:00,9.53623188406,329.0,3450.0,262.119438425,3779
malaysia,2012-08-11 04:00:00,214.527669595,2153.27272727,1003.72727273,1225.58869646,3157
malaysia,2012-07-28 07:00:00,15.8577439498,591.7,3731.3,453.68073576,4323
malaysia,2012-08-12 04:00:00,247.96959021,2431.45454545,980.545454545,1181.43359477,3412
malaysia,2012-07-27 10:00:00,20.5060379528,891.5,4347.5,218.340216176,5239
malaysia,2012-08-11 05:00:00,175.236470771,2260.2,1289.8,1365.89434438,3550
malaysia,2012-07-29 09:00:00,17.0088907705,642.8,3779.2,277.148624388,4422
malaysia,2012-08-12 03:00:00,103.539059128,1332.77777778,1287.22222222,1101.14312096,2620
malaysia,2012-08-12 06:00:00,50.7178700864,1455.4,2869.6,791.310583779,4325
malaysia,2012-07-27 21:00:00,35.3564465542,521.375,1474.625,194.978804938,1996
malaysia,2012-07-27 09:00:00,15.5624851352,588.9,3784.1,287.831009448,4373
malaysia,2012-08-03 06:00:00,30.198172297,882.3,2921.7,864.850628722,3804
malaysia,2012-08-11 02:00:00,70.6948365358,970.375,1372.625,661.710650039,2343
istanbul,2012-08-12 02:00:00,91.8025003956,725.125,789.875,362.179319364,1515
istanbul,2012-08-12 12:00:00,62.1893045443,2229.3,3584.7,314.906033604,5814
istanbul,2012-07-28 15:00:00,12.5596618028,460.5,3666.5,250.387399843,4127
istanbul,2012-08-10 08:00:00,23.2662089305,504.9,2170.1,374.901173644,2675
istanbul,2012-08-12 01:00:00,51.6364366508,964.375,1867.625,315.516218878,2832
istanbul,2012-08-03 16:00:00,8.33488719001,312.9,3754.1,198.593781373,4067
istanbul,2012-08-03 04:00:00,203.243243243,307.636363636,151.363636364,212.925199297,459
istanbul,2012-07-27 11:00:00,7.79688827683,266.1,3412.9,192.764856756,3679
istanbul,2012-08-10 11:00:00,8.54395121093,291.4,3410.6,189.40971464,3702
istanbul,2012-08-10 05:00:00,263.636363636,690.2,261.8,230.910718677,952
istanbul,2012-08-03 14:00:00,11.1863855618,412.8,3690.2,208.20701237,4103
istanbul,2012-08-12 00:00:00,20.687611144,523.5,2530.5,252.804766569,3054
istanbul,2012-07-28 23:00:00,33.3247156153,1289.0,3868.0,407.312226676,5157
istanbul,2012-08-12 20:00:00,191.059297892,9687.55555556,5070.44444444,822.744068632,14758
istanbul,2012-07-27 08:00:00,18.2164319464,397.1,2179.9,386.51065962,2577
istanbul,2012-08-10 10:00:00,19.0971770522,587.2,3074.8,205.136929879,3662
istanbul,2012-08-10 04:00:00,298.652982681,423.272727273,141.727272727,195.688105696,565
istanbul,2012-08-03 05:00:00,174.08993576,487.8,280.2,273.852076859,768
istanbul,2012-08-12 19:00:00,163.352068405,6813.77777778,4171.22222222,219.247591031,10985
istanbul,2012-08-10 07:00:00,35.6740885735,583.2,1634.8,439.220627931,2218
istanbul,2012-08-10 13:00:00,8.90707220982,323.3,3629.7,256.364603641,3953
istanbul,2012-08-12 18:00:00,137.282981312,4965.8,3617.2,367.031006865,8583
istanbul,2012-08-10 06:00:00,61.4297764656,582.6,948.4,341.472165776,1531
istanbul,2012-08-03 13:00:00,12.4315958211,449.8,3618.2,238.39496639,4068
istanbul,2012-07-30 10:00:00,10.6807398083,330.9,3098.1,251.938266248,3429
istanbul,2012-08-12 17:00:00,45.0802857749,1274.6,2827.4,72.7615282962,4102
istanbul,2012-08-12 13:00:00,13.9709952397,504.8,3613.2,228.164765027,4118
istanbul,2012-08-12 16:00:00,12.9597432125,484.5,3738.5,164.316919397,4223
istanbul,2012-08-12 21:00:00,45.540957386,2491.375,5470.625,340.895855614,7962
istanbul,2012-07-27 22:00:00,23.4186858013,1191.25,5086.75,542.34946068,6278
istanbul,2012-07-29 00:00:00,13.423180593,342.375,2550.625,285.194642963,2893
istanbul,2012-08-10 14:00:00,7.40520687048,274.2,3702.8,228.049029816,3977
istanbul,2012-08-12 15:00:00,11.3775065388,417.6,3670.4,257.135061787,4088
istanbul,2012-08-11 04:00:00,169.519343494,262.909090909,155.090909091,217.861696974,418
istanbul,2012-08-01 06:00:00,51.8351981596,495.7,956.3,353.725614,1452
istanbul,2012-08-12 14:00:00,7.13610713611,264.3,3703.7,229.10916612,3968
istanbul,2012-08-12 04:00:00,234.254143646,346.909090909,148.090909091,207.834048547,495
istanbul,2012-08-01 07:00:00,28.0150677441,461.1,1645.9,452.223937889,2107
istanbul,2012-08-12 03:00:00,220.326223338,585.333333333,265.666666667,228.203125892,851
istanbul,2012-08-12 22:00:00,25.4198886864,1290.25,5075.75,516.571812529,6366
istanbul,2012-08-03 06:00:00,54.7332005451,522.1,953.9,350.255749417,1476
istanbul,2012-08-10 09:00:00,17.0507612286,449.1,2633.9,285.92077574,3083
rs,2012-08-10 08:00:00,15.9409198745,208.3,1306.7,139.380809296,1515
rs,2012-08-10 17:00:00,12.113796268,475.2,3922.8,178.957425104,4398
rs,2012-08-03 04:00:00,210.15037594,2896.63636364,1378.36363636,1790.14515779,4275
rs,2012-07-31 00:00:00,26.879554476,1134.25,4219.75,464.583617339,5354
rs,2012-08-10 11:00:00,19.5744081172,277.8,1419.2,193.556606707,1697
rs,2012-08-10 05:00:00,179.708279708,2094.5,1165.5,1298.83149407,3260
rs,2012-08-12 20:00:00,72.5999801035,3243.44444444,4467.55555556,836.387484777,7711
rs,2012-07-27 08:00:00,23.2475735634,301.8,1298.2,122.846082559,1600
rs,2012-08-10 16:00:00,15.935428369,629.8,3952.2,240.409983154,4582
rs,2012-08-10 10:00:00,16.1094723042,196.6,1220.4,164.855209199,1417
rs,2012-08-02 10:00:00,16.9331693317,206.5,1219.5,163.751183202,1426
rs,2012-08-10 04:00:00,241.039293658,3251.18181818,1348.81818182,1738.67179287,4600
rs,2012-08-03 05:00:00,148.848697982,1777.7,1194.3,1341.07516941,2972
rs,2012-08-12 19:00:00,16.9976421273,720.888888889,4241.11111111,283.656068915,4962
rs,2012-08-10 07:00:00,16.2224656201,266.6,1643.4,157.727106104,1910
rs,2012-08-13 00:00:00,21.800612774,925.0,4243.0,513.532374831,5168
rs,2012-08-10 13:00:00,21.3155445237,480.9,2256.1,259.714246818,2737
rs,2012-07-31 12:00:00,20.3011907541,347.8,1713.2,168.464714406,2061
rs,2012-08-12 18:00:00,13.2216110626,514.4,3890.6,497.510844103,4405
rs,2012-08-10 06:00:00,41.105004339,710.5,1728.5,542.445803744,2439
rs,2012-07-28 03:00:00,100.119446869,2421.44444444,2418.55555556,2041.25550206,4840
rs,2012-08-11 15:00:00,22.9123979005,816.3,3562.7,315.38137231,4379
rs,2012-08-10 15:00:00,14.466389949,519.3,3589.7,368.139389362,4109
rs,2012-08-11 16:00:00,11.1838955935,443.9,3969.1,275.576649954,4413
rs,2012-08-12 21:00:00,94.7199241187,4493.75,4744.25,662.784420079,9238
rs,2012-08-12 23:00:00,33.6361463065,1407.0,4183.0,309.382045374,5590
rs,2012-08-01 10:00:00,25.516443563,308.8,1210.2,148.398652285,1519
rs,2012-08-13 01:00:00,64.305256043,2497.375,3883.625,656.376975811,6381
rs,2012-08-10 14:00:00,15.3031235049,447.8,2926.2,237.474546004,3374
rs,2012-08-12 05:00:00,191.118421053,2207.8,1155.2,1281.65890938,3363
rs,2012-08-11 07:00:00,21.2028604609,346.9,1636.1,142.826083052,1983
rs,2012-08-13 02:00:00,80.3333575952,2759.25,3434.75,1576.11870984,6194
rs,2012-08-01 11:00:00,15.6438702429,222.8,1424.2,199.917883142,1647
rs,2012-07-27 20:00:00,36.3105536332,1679.0,4624.0,1212.28425343,6303
rs,2012-08-11 04:00:00,181.271399961,2550.81818182,1407.18181818,1833.4681403,3958
rs,2012-07-30 19:00:00,9.59167750325,409.777777778,4272.22222222,340.054498174,4682
rs,2012-08-12 04:00:00,209.685501418,2891.18181818,1378.81818182,1790.87981517,4270
rs,2012-08-11 05:00:00,161.204126501,1906.4,1182.6,1324.9070307,3089
rs,2012-08-01 17:00:00,5.6032844218,221.1,3945.9,219.340579921,4167
rs,2012-08-12 06:00:00,42.9564814278,741.3,1725.7,538.685817523,2467
rs,2012-08-12 22:00:00,95.4043823639,4473.75,4689.25,623.448825085,9163
